,tax_year,account,total_appraised_value,total_market_value,land_value
1082999,2019,1211410010008,283266.0,283266,134640
1083000,2019,1211410010009,290792.0,290792,134640
1083001,2019,1211410010010,256117.0,256117,134700
1083002,2019,1211410010011,259600.0,264000,134700
1083003,2019,1211410010012,179280.0,297836,134640
1083004,2019,1211410010013,288777.0,288777,134640
1083005,2019,1211410010014,179280.0,296565,134580
1083006,2019,1211410010015,280000.0,280000,134580
1083007,2019,1211410010016,268000.0,268000,134520
1083008,2019,1211410010017,261547.0,261547,134520
1083009,2019,1211410010018,278471.0,278471,134460
1083010,2019,1211410010019,192920.0,280622,134460
1083011,2019,1211410010020,267554.0,267554,134400
1083012,2019,1211410020001,282524.0,295004,131820
1083013,2019,1211410020002,300359.0,300359,131850
1083014,2019,1211410020003,162982.0,295470,131820
1083015,2019,1211410020004,294114.0,294114,131850
1083016,2019,1211410020005,162982.0,277709,131820
1083017,2019,1211410020006,265000.0,265000,131850
1083018,2019,1211410020007,179280.0,282988,131820
1083019,2019,1211410020008,170509.0,266706,131850
1083161,2019,1211480010001,452000.0,452000,223600
1083162,2019,1211480010002,475000.0,475000,194480
1083163,2019,1211480010003,524848.0,524848,187600
1083164,2019,1211480010004,524848.0,524848,187600
1083165,2019,1211480010005,535921.0,535921,199680
1083166,2019,1211480010006,516120.0,523410,206800
1083167,2019,1211480010007,520000.0,520000,228880
1083168,2019,1211480010008,521287.0,521287,186880
1083169,2019,1211480010009,525607.0,525607,191200
1083170,2019,1211480010010,413044.0,413044,189040
1083171,2019,1211480010011,420000.0,420000,189040
1083172,2019,1211480010012,467175.0,467175,191200
1083173,2019,1211480010013,515787.0,515787,186880
1083174,2019,1211480010014,470500.0,470500,228880
1083175,2019,1211480010015,450000.0,450000,209040
1083176,2019,1211480010016,400000.0,400000,192400
1083177,2019,1211480010017,465000.0,465000,192400
1083178,2019,1211480010018,477280.0,477280,192400
1083179,2019,1211480010019,520000.0,520000,192400
1083180,2019,1211480010020,533500.0,546130,229520
1083259,2019,1211500010001,275000.0,278245,145920
1083260,2019,1211500010002,342890.0,342890,163920
1083261,2019,1211500010003,314410.0,314410,135440
1083262,2019,1211500010004,331930.0,331930,152960
1083263,2019,1211500010005,267847.0,267847,145360
1083264,2019,1211500010006,245039.0,245039,112240
1083265,2019,1211500010007,309097.0,309097,126880
1083266,2019,1211500010008,294457.0,294457,112240
1083267,2019,1211500010009,316018.0,316018,142640
1083268,2019,1211500010010,240304.0,240304,112720
1083269,2019,1211500010011,246851.0,246851,112400
1083270,2019,1211500010012,284916.0,287461,113200
1083271,2019,1211500010013,299417.0,299417,117200
1083272,2019,1211500010014,290000.0,290000,112480
1083273,2019,1211500010015,244925.0,244925,114400
1083274,2019,1211500010016,312254.0,312254,155200
1083275,2019,1211500010017,316125.0,316125,158640
1083276,2019,1211500010018,358525.0,358525,158640
1083277,2019,1211500010019,356294.0,356294,158640
1083278,2019,1211500010020,303600.0,303600,158640
1083279,2019,1211500010021,316722.0,316722,155040
1083280,2019,1211500010022,302000.0,302000,171200
1083281,2019,1211500010023,306935.0,306935,183360
1083282,2019,1211500010024,293841.0,293841,145600
1083283,2019,1211500010025,293985.0,293985,145600
1083284,2019,1211500010026,328305.0,328305,179920
1083285,2019,1211500010027,322000.0,322000,208960
1083286,2019,1211500010028,308792.0,308792,160880
1083287,2019,1211500010029,317902.0,317902,173920
1083288,2019,1211500010030,286222.0,286222,142240
1083289,2019,1211500010031,286222.0,286222,142240
1083290,2019,1211500010032,278435.0,278435,150640
1083291,2019,1211500010033,332750.0,370872,222960
1083292,2019,1211500010034,265231.0,265231,135680
1083293,2019,1211500010035,266911.0,266911,137360
1083294,2019,1211500010036,376740.0,376740,193360
1083295,2019,1211500010037,323846.0,323846,140000
1083296,2019,1211500010038,323380.0,323380,140000
1083297,2019,1211500010039,325691.0,325691,140000
1083298,2019,1211500010040,323380.0,323380,140000
1083299,2019,1211500010041,325691.0,325691,140000
1083300,2019,1211500010042,323380.0,323380,140000
1083301,2019,1211500010043,346195.0,346195,163040
1083302,2019,1211500010044,360580.0,360580,177200
1083303,2019,1211500010045,326731.0,326731,141040
1083304,2019,1211500010046,323173.0,323173,141600
1083305,2019,1211500010047,358571.0,358571,172880
1083306,2019,1211500010048,271791.0,271791,146880
1083307,2019,1211500010049,269977.0,269977,129960
1083308,2019,1211500010050,257462.0,257462,116840
1083309,2019,1211500010051,251442.0,251442,112080
1083310,2019,1211500010052,249236.0,249236,112080
1083311,2019,1211500010053,263236.0,263236,118560
1083312,2019,1211500010054,242031.0,242031,101200
1083313,2019,1211500010055,214722.0,214722,74800
1083314,2019,1211500010056,229922.0,229922,82720
1083437,2019,1211830010001,285692.0,285692,131880
1083438,2019,1211830010002,197208.0,280476,131850
1083439,2019,1211830010003,181129.0,281840,131880
1083440,2019,1211830010004,162798.0,281810,131850
1083441,2019,1211830010005,197208.0,306462,135720
1083622,2019,1211930010001,703964.0,703964,253300
1083623,2019,1211930010002,748784.0,748784,254350
1083633,2019,1211980010001,617304.0,617304,250000
1083634,2019,1211980010002,583411.0,583411,250000
1083676,2019,1212090010001,560000.0,560000,150000
1083677,2019,1212090010002,560500.0,560500,150000
1083902,2019,1212330010001,718772.0,718772,166500
1083903,2019,1212330010002,820954.0,820954,166500
1083914,2019,1212400010001,1151168.0,1151168,329245
1083915,2019,1212400010002,1025976.0,1168339,322518
1083916,2019,1212400010003,1168396.0,1168396,322575
1083917,2019,1212400010004,1168339.0,1168339,322518
1083918,2019,1212400010005,1050848.0,1184445,338790
1083920,2019,1212410010001,523896.0,523896,140000
1083921,2019,1212410010002,490112.0,490112,120000
1083922,2019,1212410010003,407975.0,407975,120000
1083923,2019,1212410010004,455573.0,455573,114200
1083924,2019,1212410010005,455000.0,455000,114200
1083925,2019,1212410010006,468615.0,468615,120000
1083926,2019,1212410010007,452000.0,452000,120000
1083927,2019,1212410010008,526837.0,526837,140000
1083928,2019,1212420010001,628927.0,628927,150000
1083929,2019,1212420010002,628927.0,628927,150000
1083930,2019,1212430010007,566703.0,566703,148400
1083931,2019,1212430010008,622629.0,622629,148400
1083932,2019,1212440020001,724875.0,724875,149800
1083933,2019,1212440020002,724875.0,724875,149800
1083936,2019,1212470010001,583414.0,583414,160000
1083941,2019,1212490010001,539726.0,539726,146250
1083942,2019,1212490010002,451013.0,451013,146250
1083943,2019,1212490010003,471000.0,471000,146250
1083944,2019,1212490010004,478500.0,565270,170625
1083945,2019,1212490010005,504126.0,504126,138975
1083946,2019,1212490010006,449556.0,488965,122700
1083947,2019,1212490010007,440000.0,440000,122700
1083948,2019,1212490010008,530000.0,530000,225000
1084084,2019,1212620010001,468888.0,468888,188800
1084085,2019,1212620010002,357100.0,357100,152000
1084086,2019,1212620010003,428529.0,428529,152300
1084087,2019,1212620010004,465267.0,465267,177750
1084088,2019,1212620010005,465967.0,465967,178450
1084089,2019,1212620010006,428179.0,428179,151950
1084090,2019,1212620010007,428329.0,428329,152100
1084091,2019,1212620010008,475517.0,475517,188000
1084295,2019,1212710010001,621000.0,621000,191320
1084296,2019,1212710010002,612855.0,612855,158680
1084371,2019,1212810010001,510000.0,510000,149730
1084372,2019,1212810010002,511543.0,511543,141050
1084373,2019,1212810010003,531484.0,531484,151813
1084374,2019,1212810010004,512923.0,512923,151861
1084375,2019,1212810010005,489791.0,489791,136671
1084376,2019,1212810010006,508986.0,508986,147924
1084377,2019,1212810010007,480000.0,480000,137768
1084378,2019,1212810010008,457000.0,457000,125194
1084379,2019,1212810010009,530139.0,530139,149222
1084380,2019,1212810010010,504000.0,504000,139109
1084381,2019,1212810010011,518250.0,518250,139017
1084382,2019,1212810010012,507782.0,507782,138834
1084383,2019,1212810010013,510000.0,510000,138742
1084384,2019,1212810010014,504000.0,504000,152079
1084385,2019,1212810010015,470000.0,470000,177205
1084386,2019,1212810010016,505753.0,505753,151397
1084387,2019,1212810010017,468074.0,468074,176155
1084388,2019,1212810010018,490000.0,490000,176155
1084389,2019,1212810010019,503116.0,503116,151397
1084390,2019,1212810010020,459439.0,459439,176155
1084391,2019,1212810010021,475109.0,475109,176155
1084392,2019,1212810010022,500000.0,500000,176155
1084393,2019,1212810010023,464556.0,464556,176155
1084394,2019,1212810010024,449000.0,449000,151397
1084395,2019,1212810010025,475000.0,475000,176155
1084396,2019,1212810010026,480957.0,480957,178815
1084397,2019,1212810010027,468208.0,468208,151397
1084398,2019,1212810010028,439000.0,439000,151397
1084399,2019,1212810010029,452797.0,452797,178815
1084400,2019,1212810010030,529869.0,529869,166495
1084401,2019,1212810010031,516484.0,516484,139476
1084402,2019,1212810010032,516649.0,516649,139476
1084403,2019,1212810010033,503178.0,505050,139384
1084404,2019,1212810010034,522573.0,522573,146119
1084405,2019,1212810010035,521587.0,521587,150822
1084406,2019,1212810010036,504000.0,504000,141120
1084407,2019,1212810010037,530584.0,530584,151351
1084408,2019,1212810010038,504000.0,504000,141120
1084409,2019,1212810010039,502000.0,502000,150822
1084410,2019,1212810010040,500857.0,500857,150822
1084411,2019,1212810010041,492839.0,492839,141120
1084412,2019,1212810010042,440496.0,440496,151351
1084732,2019,1212980010001,2257168.0,2257168,1875000
1084905,2019,1213120010001,462497.0,462497,121520
1084906,2019,1213120010002,488389.0,488389,121520
1084907,2019,1213120010003,480511.0,480511,124440
1084908,2019,1213120010004,512600.0,512600,151240
1084909,2019,1213120010005,514696.0,514696,151240
1084910,2019,1213120010006,531000.0,531000,151240
1084911,2019,1213120010007,502544.0,502544,151240
1084912,2019,1213120010008,529456.0,529456,151240
1084913,2019,1213120010009,517329.0,517329,151240
1085611,2019,1213410010001,1024600.0,1024600,304380
1085612,2019,1213410010002,984266.0,984266,304380
1085628,2019,1213450010001,263222.0,263222,149840
1085629,2019,1213450010002,273196.0,273196,133520
1085630,2019,1213450010003,292316.0,292316,152640
1085631,2019,1213450010004,281787.0,281787,142480
1085632,2019,1213450010005,268716.0,268716,129040
1085633,2019,1213450010006,231484.0,231484,117120
1085634,2019,1213450010007,260000.0,260000,142320
1085635,2019,1213450010008,297000.0,309996,170320
1085743,2019,1213540010001,162982.0,269731,131640
1085744,2019,1213540010002,197208.0,277980,135000
1085745,2019,1213540010003,273091.0,273091,135000
1085746,2019,1213540010004,175382.0,281599,135000
1085747,2019,1213540010005,165639.0,220000,135000
1085748,2019,1213540010006,179280.0,294169,135000
1085749,2019,1213540010007,285000.0,285000,135000
1085750,2019,1213540010008,179280.0,283567,135000
1085751,2019,1213540010009,300600.0,300600,135000
1085752,2019,1213540010010,192920.0,278988,131640
1086036,2019,1213670010001,422705.0,422705,120000
1086037,2019,1213670010002,422705.0,422705,120000
1086054,2019,1213710010001,222000.0,222000,58853
1086055,2019,1213710010002,265519.0,265519,57148
1086056,2019,1213710010003,220295.0,220295,57148
1086057,2019,1213710010004,255366.0,255366,57131
1086058,2019,1213710010005,250100.0,250100,55265
1086059,2019,1213710010006,256112.0,256112,58216
1086060,2019,1213710010007,238000.0,238000,59395
1086061,2019,1213710010008,228000.0,228000,54670
1086062,2019,1213710010009,249500.0,249500,54635
1086063,2019,1213710010010,236907.0,236907,58146
1086064,2019,1213710010011,242179.0,242179,57827
1086065,2019,1213710010012,246000.0,246000,54427
1086070,2019,1213710020001,272661.0,272661,58860
1086071,2019,1213710020002,260000.0,260000,55265
1086072,2019,1213710020003,257204.0,257204,58216
1086073,2019,1213710020004,257204.0,257204,58216
1086074,2019,1213710020005,260000.0,260000,55265
1086075,2019,1213710020006,240000.0,240000,55265
1086076,2019,1213710020007,228000.0,228000,58216
1086077,2019,1213710020008,227000.0,227000,58216
1086078,2019,1213710020009,260000.0,260000,55265
1086227,2019,1213850010001,759572.0,805522,424200
1086228,2019,1213850010002,475760.0,475760,162900
1086229,2019,1213850010003,557149.0,557149,162900
1086230,2019,1213860010001,516581.0,516581,146250
1086231,2019,1213860010002,437803.0,437803,146250
1086232,2019,1213860010003,526896.0,526896,146250
1086233,2019,1213860010004,524700.0,540956,170625
1086234,2019,1213860010005,455000.0,455000,138975
1086235,2019,1213860010006,455000.0,455000,122775
1086236,2019,1213860010007,404526.0,404526,122775
1086237,2019,1213860010008,490602.0,490602,225000
1086443,2019,1213910010001,663206.0,663206,250000
1086444,2019,1213910010002,715480.0,715480,250000
1086445,2019,1213920010001,381014.0,381014,129760
1086446,2019,1213920010002,412989.0,412989,128320
1086447,2019,1213920010003,415800.0,427549,142880
1086448,2019,1213920010004,393740.0,393740,142880
1086449,2019,1213920010005,412989.0,412989,128320
1086450,2019,1213920010006,414429.0,414429,129760
1086451,2019,1213930010001,396844.0,396844,146080
1086452,2019,1213930010002,412989.0,412989,128320
1086453,2019,1213930010003,405000.0,405000,142400
1086454,2019,1213930010004,427681.0,427681,147520
1086455,2019,1213930010005,412989.0,412989,128320
1086456,2019,1213930010006,435552.0,435552,142400
1086458,2019,1213940010001,421715.0,421715,129840
1086459,2019,1213940010002,385877.0,385877,128080
1086460,2019,1213940010003,386420.0,386420,128640
1086461,2019,1213940010004,457842.0,457842,157120
1086462,2019,1213940010005,401428.0,401428,136000
1086463,2019,1213940010006,466242.0,466242,165520
1086465,2019,1213950010001,412829.0,412829,128160
1086466,2019,1213950010002,411469.0,411469,126800
1086467,2019,1213950010003,413469.0,413469,128800
1086468,2019,1213950010004,428954.0,428954,128800
1086469,2019,1213950010005,403407.0,403407,127200
1086470,2019,1213950010006,428794.0,428794,128640
1086472,2019,1213960010001,425613.0,425613,133840
1086473,2019,1213960010002,426689.0,426689,129600
1086474,2019,1213960010003,450013.0,450013,158240
1086475,2019,1213960010004,389757.0,389757,132080
1086476,2019,1213960010005,388127.0,388127,130400
1086477,2019,1213960010006,420915.0,420915,129040
1086478,2019,1213970010001,397959.0,397959,128640
1086479,2019,1213970010002,391900.0,391900,126960
1086480,2019,1213970010003,433060.0,433060,128480
1086481,2019,1213970010004,409500.0,409500,128320
1086482,2019,1213970010005,431540.0,431540,126960
1086483,2019,1213970010006,433380.0,433380,128800
1086484,2019,1213970010007,450000.0,450000,163680
1086485,2019,1213970010008,461066.0,461066,165040
1086874,2019,1214240010001,924000.0,924000,453959
1086875,2019,1214240010002,867611.0,867611,452290
1086888,2019,1214270010001,477477.0,477477,188325
1086889,2019,1214270010002,407396.0,407396,132375
1086890,2019,1214270010003,412819.0,412819,134475
1086891,2019,1214270010004,399819.0,399819,137400
1086892,2019,1214270010005,375573.0,375573,114300
1086893,2019,1214270010006,369511.0,369511,106875
1086894,2019,1214270010007,272691.0,272691,172425
1086895,2019,1214270010008,380025.0,380025,112950
1086896,2019,1214270010009,344000.0,344000,132600
1086897,2019,1214270010010,354000.0,354000,141150
1086898,2019,1214270010011,411362.0,411362,141000
1086899,2019,1214270010012,411467.0,411467,141000
1086900,2019,1214270010013,404900.0,404900,141000
1086901,2019,1214270010014,469868.0,469868,201600
1086909,2019,1214300010001,506900.0,506900,150000
1086910,2019,1214300010002,494000.0,494000,150000
1086914,2019,1214330010001,762762.0,762762,304578
1086915,2019,1214330010002,783500.0,783500,302910
1086916,2019,1214330010003,808991.0,808991,305613
1086917,2019,1214330010004,652842.0,652842,265957
1086918,2019,1214330010005,745680.0,747762,302220
1086919,2019,1214340010001,425000.0,425000,138075
1086920,2019,1214340010002,435429.0,435429,131850
